id,date,price,bedrooms,bathrooms,sqft,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,v19,sqft_living15,sqft_lot15,cond1,cond2,cond4,cond5,logprice,logsqft,logsqft_lot
13017,"20150318T000000",460000,3,2.25,1620,7350,1,0,0,3,7,1170,450,1969,0,98034,47.7248,-122.179,1800,7350,0,0,0,0,13.03898,7.390182,8.902455
13018,"20140925T000000",230000,3,1.5,1510,10588,1.5,0,0,3,7,1510,0,1947,0,98198,47.3775,-122.319,1360,2873,0,0,0,0,12.34583,7.319865,9.267477
13019,"20140522T000000",337000,3,1,1070,6109,1,0,0,5,7,1070,0,1951,0,98125,47.7207,-122.32,1170,7200,0,0,0,1,12.72784,6.975414,8.717519
13020,"20140908T000000",300000,3,1,1010,6300,1,0,0,3,7,1010,0,1957,0,98133,47.7304,-122.352,1480,7480,0,0,0,0,12.61154,6.917706,8.748305
13021,"20150130T000000",2300000,4,2.5,3370,8402,1,0,0,5,10,2240,1130,1962,0,98112,47.6349,-122.29,3190,8700,0,0,0,1,14.64842,8.122668,9.036225
13022,"20141210T000000",360000,4,2.5,2000,5500,2,0,0,3,8,2000,0,2003,0,98038,47.3552,-122.014,2000,5512,0,0,0,0,12.79386,7.600903,8.612503
13023,"20150316T000000",585000,3,2.5,2060,10839,2,0,0,3,8,2060,0,1987,0,98029,47.5675,-122.016,2180,8126,0,0,0,0,13.27937,7.630461,9.290906
13024,"20141008T000000",182700,3,2.25,1740,6650,1,0,0,3,7,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,0,0,0,0,12.1156,7.46164,8.802372
13025,"20150428T000000",305000,3,2.25,1740,6650,1,0,0,3,7,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,0,0,0,0,12.62807,7.46164,8.802372
13026,"20140505T000000",309950,3,2.5,1880,7838,2,0,0,3,7,1880,0,1994,0,98055,47.4439,-122.19,1810,7915,0,0,0,0,12.64417,7.539027,8.966739
13027,"20150316T000000",550000,3,1,960,12527,1,0,0,3,7,960,0,1972,0,98033,47.6891,-122.203,1220,7579,0,0,0,0,13.21767,6.866933,9.435641
13028,"20141111T000000",825000,3,2.5,3280,26413,1,0,3,3,11,2670,610,1985,0,98074,47.6395,-122.05,3280,25211,0,0,0,0,13.62314,8.095599,10.18161
13029,"20141001T000000",998500,2,1,1570,4400,1.5,0,0,4,8,1570,0,1914,0,98122,47.6112,-122.293,1850,4400,0,0,1,0,13.81401,7.358831,8.389359
13030,"20141101T000000",644500,4,2.5,2990,5342,2,0,0,3,8,2990,0,2004,0,98074,47.6124,-122.009,2990,5936,0,0,0,0,13.37623,8.003029,8.583355
13031,"20150112T000000",320000,3,2,1250,8636,1,0,0,5,7,1250,0,1968,0,98059,47.5066,-122.159,1620,7653,0,0,0,1,12.67608,7.130899,9.063695
13032,"20141015T000000",266950,3,2.5,1920,4803,2,0,0,3,7,1920,0,2005,0,98042,47.3745,-122.127,2240,5231,0,0,0,0,12.49482,7.560081,8.476996
13033,"20140514T000000",633100,4,2.5,2470,33305,2,0,0,3,9,2470,0,1993,0,98053,47.6303,-121.99,2440,33305,0,0,0,0,13.35838,7.811974,10.41346
13034,"20140805T000000",395000,2,1,960,6700,1,0,0,3,7,960,0,1951,0,98103,47.6955,-122.357,1350,6700,0,0,0,0,12.88664,6.866933,8.809863
13035,"20150316T000000",259250,3,1,940,5904,1,0,0,3,6,940,0,1947,0,98103,47.699,-122.35,870,5728,0,0,0,0,12.46555,6.84588,8.683385
13036,"20141106T000000",300000,3,1,1260,5000,1,0,0,4,6,1260,0,1968,0,98014,47.6492,-121.915,1180,7500,0,0,1,0,12.61154,7.138867,8.517193
13037,"20150220T000000",413000,3,1.75,2280,139392,1,0,0,3,8,2280,0,1977,0,98092,47.291,-122.118,2280,117176,0,0,0,0,12.9312,7.731931,11.84505
13038,"20140801T000000",435000,3,2.25,1740,8491,1,0,0,3,8,1240,500,1958,0,98177,47.7758,-122.379,2080,8494,0,0,0,0,12.9831,7.46164,9.046762
13039,"20141003T000000",500000,4,2.75,2630,15000,1,0,0,4,7,1690,940,1976,0,98072,47.7425,-122.089,1800,16500,0,0,1,0,13.12236,7.874739,9.615806
13040,"20140801T000000",402000,4,1.75,2430,5481,1,0,0,3,8,1430,1000,1953,0,98108,47.5569,-122.298,2050,5508,0,0,0,0,12.90421,7.795647,8.609043
13041,"20150501T000000",777700,3,2.5,2260,251460,1.5,0,0,3,10,2260,0,1995,0,98070,47.4096,-122.449,1610,244372,0,0,0,0,13.5641,7.72312,12.43504
13042,"20150323T000000",580000,2,1.5,1220,5000,1,0,2,4,7,1220,0,1938,0,98103,47.6624,-122.348,2090,3850,0,0,1,0,13.27078,7.106606,8.517193
13043,"20140908T000000",570000,3,1.75,2580,40392,1,0,0,3,9,1390,1190,1986,0,98072,47.7637,-122.134,2460,46173,0,0,0,0,13.25339,7.855545,10.60639
13044,"20141208T000000",174950,2,1,730,6000,1,0,0,3,6,730,0,1950,1985,98198,47.3832,-122.3,1750,7200,0,0,0,0,12.07226,6.593045,8.699514
13045,"20140507T000000",300000,2,1,760,3001,1,0,0,3,6,760,0,1913,0,98144,47.5874,-122.311,1750,5000,0,0,0,0,12.61154,6.633318,8.006701
13046,"20140923T000000",435000,3,1.5,1740,6988,1,0,0,3,7,1600,140,1950,0,98133,47.7211,-122.33,1650,7500,0,0,0,0,12.9831,7.46164,8.85195
13047,"20140528T000000",840000,4,2.5,3420,8405,2,0,0,3,10,3420,0,2000,0,98074,47.6328,-122.064,3230,8460,0,0,0,0,13.64116,8.137396,9.036582
13048,"20140618T000000",469000,5,2.5,2240,7543,1,0,0,3,7,1140,1100,1966,0,98177,47.7756,-122.372,2110,7408,0,0,0,0,13.05836,7.714231,8.928375
13049,"20141112T000000",870000,4,1.75,1920,3600,2,0,0,4,8,1920,0,1907,0,98119,47.6382,-122.368,1920,3600,0,0,1,0,13.67625,7.560081,8.188689
13050,"20140604T000000",532000,4,1.75,2020,7029,1,0,0,4,7,1430,590,1979,0,98052,47.6983,-122.127,1780,7200,0,0,1,0,13.1844,7.610853,8.8578
13051,"20150326T000000",455000,4,1.5,1880,11400,1,0,0,3,7,1280,600,1955,0,98177,47.7718,-122.381,1880,11400,0,0,0,0,13.02805,7.539027,9.341369
13052,"20140731T000000",201000,3,1,1010,25277,1,0,0,5,5,1010,0,1961,0,98019,47.7242,-121.951,1570,213879,0,0,0,1,12.21106,6.917706,10.13765
13053,"20140923T000000",649000,5,3.25,3990,13087,2,0,0,3,9,2400,1590,1991,0,98042,47.3632,-122.061,2580,13633,0,0,0,0,13.38319,8.291547,9.479375
13054,"20150524T000000",445500,2,1.75,1390,6670,1,0,0,3,6,720,670,1941,0,98115,47.6914,-122.308,920,6380,0,0,0,0,13.00695,7.237059,8.805375
13055,"20140527T000000",475000,3,2,1230,11502,1,0,0,4,7,1230,0,1984,0,98052,47.7017,-122.127,1660,11727,0,0,1,0,13.07107,7.114769,9.350276
13056,"20150430T000000",590000,4,2.5,2940,29013,2,0,0,3,10,2940,0,1992,0,98077,47.7635,-122.044,3010,34071,0,0,0,0,13.28788,7.986165,10.2755
13057,"20150224T000000",565000,4,1.5,2190,8296,2,0,0,3,7,2190,0,1935,1963,98136,47.5158,-122.385,1160,8160,0,0,0,0,13.24458,7.691657,9.023529
13058,"20140915T000000",110000,1,1,640,10280,1,0,0,2,5,640,0,1920,0,98126,47.5144,-122.368,1090,9000,0,1,0,0,11.60824,6.461468,9.237955
13059,"20141219T000000",375000,3,2.5,1670,7740,1,0,0,3,7,1130,540,1974,0,98126,47.5222,-122.37,1220,7740,0,0,0,0,12.83468,7.420579,8.954157
13060,"20140718T000000",255000,3,1.5,1240,8528,1,0,0,4,7,1240,0,1967,0,98058,47.4478,-122.157,1570,8064,0,0,1,0,12.44902,7.122867,9.05111
13061,"20150429T000000",315000,5,1.75,1850,14800,1.5,0,0,3,6,1760,90,1937,0,98168,47.4935,-122.321,1250,14800,0,0,0,0,12.66033,7.522941,9.602383
13062,"20141120T000000",496600,4,2.25,2020,8400,1,0,0,4,8,1350,670,1961,0,98006,47.5488,-122.171,2060,8400,0,0,1,0,13.11554,7.610853,9.035987
13063,"20140714T000000",380000,3,1,1020,4800,1,0,0,3,7,1020,0,1944,0,98118,47.5615,-122.272,1400,5465,0,0,0,0,12.84793,6.927558,8.476371
13064,"20141110T000000",338950,3,1.75,1610,22496,1,0,0,4,7,1610,0,1974,0,98042,47.3443,-122.073,2050,35772,0,0,1,0,12.73361,7.383989,10.02109
13065,"20141019T000000",542500,5,3.5,2730,42500,1,0,0,3,8,1530,1200,1989,0,98027,47.4587,-121.996,3180,37970,0,0,0,0,13.20394,7.912057,10.65726
13066,"20140816T000000",739000,5,2.5,2840,5000,1,0,0,4,7,1620,1220,1913,0,98144,47.5817,-122.291,2200,5000,0,0,1,0,13.51305,7.95156,8.517193
13067,"20140619T000000",549000,4,1.75,1290,3060,2,0,0,4,7,1290,0,1906,0,98103,47.6798,-122.348,1510,4080,0,0,1,0,13.21585,7.162397,8.02617
13068,"20140624T000000",252000,3,2.25,1670,7881,1,0,0,4,7,1190,480,1977,0,98031,47.4105,-122.18,1870,7820,0,0,1,0,12.43718,7.420579,8.97221
13069,"20140922T000000",1700000,4,4.5,3860,15246,2,0,4,3,11,2940,920,2004,0,98006,47.56,-122.161,3750,14790,0,0,0,0,14.34614,8.258423,9.632072
13070,"20140611T000000",735000,4,1.75,2460,5100,1.5,0,0,5,7,1450,1010,1909,0,98115,47.6782,-122.3,1560,5100,0,0,0,1,13.50763,7.807917,8.536996
13071,"20140709T000000",270000,4,2.5,1660,8063,1,0,0,4,7,1660,0,1978,0,98198,47.3761,-122.32,1060,8437,0,0,1,0,12.50618,7.414573,8.995041
13072,"20150204T000000",2250000,3,2.5,3420,8700,1,0,0,3,9,2890,530,1951,0,98112,47.6352,-122.29,3370,8700,0,0,0,0,14.62644,8.137396,9.071078
13073,"20141010T000000",155000,2,1,1010,43056,1.5,0,0,3,5,1010,0,1990,0,98014,47.7105,-121.316,830,18297,0,0,0,0,11.95118,6.917706,10.67026
13074,"20150302T000000",469000,4,2.5,2240,5624,1,0,0,3,7,1520,720,1961,0,98108,47.5574,-122.308,2240,7495,0,0,0,0,13.05836,7.714231,8.634798
13075,"20150108T000000",305000,4,2.25,2340,5250,2,0,0,5,7,2340,0,1965,0,98118,47.5183,-122.266,1540,5250,0,0,0,1,12.62807,7.757906,8.565984
13076,"20140710T000000",675000,3,1.75,1920,4500,1,0,0,5,7,960,960,1924,0,98107,47.6645,-122.357,1190,4000,0,0,0,1,13.42247,7.560081,8.411833
13077,"20141231T000000",931000,3,2.5,2460,6600,1.5,0,0,4,8,1560,900,1929,0,98109,47.6364,-122.351,2090,3400,0,0,1,0,13.74401,7.807917,8.794825
13078,"20150205T000000",385000,3,1,1470,11398,1,0,0,3,8,1470,0,1950,0,98155,47.746,-122.296,1710,11407,0,0,0,0,12.861,7.293018,9.341193
13079,"20150214T000000",815000,3,2.5,3400,12442,2,0,0,3,9,3400,0,2001,0,98075,47.5611,-122.032,3250,8635,0,0,0,0,13.61094,8.131531,9.428833
13080,"20150330T000000",531000,3,2.25,1910,8390,1,0,0,3,7,1910,0,1979,0,98034,47.73,-122.216,2410,8390,0,0,0,0,13.18252,7.554859,9.034796
13081,"20150323T000000",386500,4,1,1400,3600,1,0,0,4,6,700,700,1901,0,98144,47.5972,-122.295,1690,3600,0,0,1,0,12.86489,7.244227,8.188689
13082,"20140626T000000",475580,3,1.75,1520,11085,1,0,0,3,8,1520,0,1983,0,98074,47.646,-122.068,2310,9647,0,0,0,0,13.07229,7.326466,9.313348
13083,"20140820T000000",358000,2,1,930,5077,1,0,0,3,6,930,0,1939,0,98133,47.7095,-122.35,1080,5803,0,0,0,0,12.78829,6.835185,8.532475
13084,"20141022T000000",677500,5,1,2340,4730,2,0,0,3,8,1810,530,1918,0,98116,47.5895,-122.385,2100,4970,0,0,0,0,13.42616,7.757906,8.46168
13085,"20140508T000000",868500,3,2.5,2920,3942,3,0,0,3,10,2920,0,2008,0,98056,47.531,-122.204,2920,3942,0,0,0,0,13.67452,7.979339,8.279444
13086,"20150209T000000",599380,3,1.75,1270,7350,1,0,0,4,7,1270,0,1967,0,98005,47.6046,-122.168,1880,7350,0,0,1,0,13.30365,7.146772,8.902455
13087,"20141008T000000",712000,4,2.25,2450,11960,1,0,0,3,10,2450,0,1979,0,98074,47.6351,-122.06,2600,11960,0,0,0,0,13.47583,7.803843,9.389323
13088,"20150430T000000",350000,5,1.75,1380,7620,1,0,0,3,7,1180,200,1955,0,98106,47.5279,-122.345,1990,7620,0,0,0,0,12.76569,7.229839,8.938532
13089,"20140510T000000",875000,4,2,2520,6000,1,0,0,3,8,1400,1120,1921,2007,98103,47.6767,-122.35,1580,3720,0,0,0,0,13.68198,7.832014,8.699514
13090,"20150304T000000",365000,3,2.25,2290,7350,2,0,0,3,8,2290,0,1988,0,98058,47.429,-122.162,2170,7529,0,0,0,0,12.80765,7.736307,8.902455
13091,"20140521T000000",452000,4,2,1660,6150,1,0,0,3,6,850,810,1945,0,98126,47.5371,-122.368,1110,6250,0,0,0,0,13.02144,7.414573,8.724207
13092,"20150217T000000",915000,3,2.75,2800,9750,1,0,0,5,7,1400,1400,1957,0,98004,47.5862,-122.202,2800,9530,0,0,0,1,13.72668,7.937375,9.185022
13093,"20150105T000000",482500,3,2.5,1690,3068,2,0,0,3,7,1690,0,2005,0,98053,47.6763,-122.028,1690,3260,0,0,0,0,13.08674,7.432484,8.028781
13094,"20141014T000000",425000,3,1,1180,7200,1.5,0,0,4,7,1180,0,1949,0,98133,47.7121,-122.333,2240,7875,0,0,1,0,12.95984,7.07327,8.881836
13095,"20141211T000000",460000,2,1.75,1390,4160,1,0,0,5,6,790,600,1916,0,98105,47.6681,-122.324,1090,4160,0,0,0,1,13.03898,7.237059,8.33327
13096,"20140720T000000",666570,4,2,2320,7400,1.5,0,0,5,7,1620,700,1913,0,98118,47.5558,-122.269,1740,4000,0,0,0,1,13.4099,7.749322,8.909235
13097,"20141014T000000",390000,3,2.25,2270,32112,1,0,0,4,8,1740,530,1980,0,98042,47.3451,-122.094,2310,41606,0,0,1,0,12.8739,7.727535,10.37698
13098,"20141009T000000",650000,4,1.75,2640,8215,1,0,0,4,7,1500,1140,1966,0,98008,47.5819,-122.125,2070,7875,0,0,1,0,13.38473,7.878534,9.013717
13099,"20141001T000000",305000,3,2,1680,8487,1,0,0,3,7,1680,0,1993,0,98022,47.1959,-122.01,2080,8560,0,0,0,0,12.62807,7.426549,9.04629
13100,"20140805T000000",250000,3,1,990,8100,1,0,0,3,6,990,0,1949,0,98146,47.4839,-122.341,1210,8100,0,0,0,0,12.42922,6.897705,8.999619
13101,"20150406T000000",438800,4,2.5,2770,4432,2,0,0,3,9,2770,0,2004,0,98058,47.4541,-122.117,2770,5423,0,0,0,0,12.9918,7.926602,8.396606
13102,"20141215T000000",290000,2,1,950,5650,1,0,0,5,6,950,0,1943,0,98118,47.5149,-122.257,1250,5650,0,0,0,1,12.57764,6.856462,8.639411
13103,"20150501T000000",324950,4,2,2160,4800,2,0,0,4,7,1290,870,1929,0,98055,47.4777,-122.212,1570,4800,0,0,1,0,12.69143,7.677864,8.476371
13104,"20141201T000000",453000,3,2.5,1650,1838,2,0,0,4,7,1270,380,1991,0,98107,47.6666,-122.367,1550,1558,0,0,1,0,13.02365,7.408531,7.516433
13105,"20140919T000000",556000,3,1,1800,4005,1.5,0,0,4,7,1160,640,1929,0,98117,47.6876,-122.38,1240,4005,0,0,1,0,13.22852,7.495542,8.295299
13106,"20141118T000000",315000,3,2,1660,11135,1,0,0,3,8,1660,0,1971,0,98045,47.4897,-121.787,1660,11560,0,0,0,0,12.66033,7.414573,9.317848
13107,"20140527T000000",445830,3,2.5,1870,5449,2,0,0,3,8,1870,0,2003,0,98011,47.7557,-122.22,2000,7687,0,0,0,0,13.00769,7.533694,8.603188
13108,"20141010T000000",1260000,3,3.5,3220,3960,2,0,4,3,10,2760,460,1991,0,98116,47.5909,-122.384,3080,4444,0,0,0,0,14.04662,8.077137,8.283999
13109,"20140502T000000",287200,3,3,1850,19966,1,0,0,4,7,1090,760,1992,0,98038,47.3493,-122.034,1410,6715,0,0,1,0,12.56793,7.522941,9.901786
13110,"20140923T000000",525000,4,1.5,1580,6360,1.5,0,0,3,7,1290,290,1945,0,98115,47.6873,-122.286,1690,6360,0,0,0,0,13.17115,7.36518,8.757784
13111,"20141226T000000",1140000,4,4.25,4590,17621,2,0,0,3,10,3160,1430,2003,0,98033,47.6973,-122.205,3800,12268,0,0,0,0,13.94654,8.431635,9.776847
13112,"20141010T000000",381000,3,1.75,2700,18246,1,0,0,4,7,1510,1190,1967,0,98059,47.4817,-122.097,1620,16986,0,0,1,0,12.85055,7.901007,9.811701
13113,"20140606T000000",360000,3,1.75,1020,7020,1.5,0,0,4,7,1020,0,1953,0,98155,47.7362,-122.314,1020,5871,0,0,1,0,12.79386,6.927558,8.856519
13114,"20150504T000000",619000,5,3.5,2950,2932,3,0,0,3,8,2950,0,2004,0,98144,47.5923,-122.298,1580,2047,0,0,0,0,13.33586,7.989561,7.98344
13115,"20150219T000000",535000,2,1.75,1780,224769,1,0,0,4,8,1780,0,1976,0,98038,47.4158,-122.002,2060,71560,0,0,1,0,13.19002,7.484369,12.32283
13116,"20141009T000000",402000,2,1,710,5100,1,0,0,5,7,710,0,1905,0,98117,47.6765,-122.381,1530,5100,0,0,0,1,12.90421,6.565265,8.536996
13117,"20141110T000000",600000,4,3.5,4300,70407,2,0,0,3,10,2710,1590,1992,0,98058,47.4472,-122.092,3520,26727,0,0,0,0,13.30468,8.36637,11.16205
13118,"20140910T000000",549950,3,2.5,2080,8690,1,0,0,3,8,1430,650,1974,0,98166,47.4424,-122.344,2400,9625,0,0,0,0,13.21758,7.640123,9.069928
13119,"20140820T000000",300000,4,2,2360,7440,1,0,0,3,7,1180,1180,1955,0,98178,47.5044,-122.245,1680,7800,0,0,0,0,12.61154,7.766417,8.914626
13120,"20150325T000000",360000,6,2,2210,9870,2,0,0,4,7,2210,0,1969,1995,98059,47.4751,-122.145,1390,9912,0,0,1,0,12.79386,7.700748,9.197255
13121,"20140910T000000",419000,7,3.25,4340,8521,2,0,0,3,7,2550,1790,1986,0,98106,47.52,-122.338,1890,8951,0,0,0,0,12.94563,8.375629,9.050289
13122,"20150407T000000",510000,3,3,1320,1012,3,0,0,3,8,1320,0,2009,0,98117,47.6904,-122.395,1320,1536,0,0,0,0,13.14217,7.185387,6.919684
13123,"20140916T000000",319950,3,2.5,1980,9907,2,0,0,3,8,1980,0,1991,0,98022,47.1903,-122.013,2050,9907,0,0,0,0,12.67592,7.590852,9.200996
13124,"20141007T000000",1180000,5,5,3960,94089,2,0,0,3,10,3960,0,1998,0,98038,47.38,-122.011,2240,64468,0,0,0,0,13.98102,8.283999,11.452
13125,"20141003T000000",381000,4,2.5,2130,6003,2,0,0,3,8,2130,0,2003,0,98058,47.4518,-122.12,1940,4529,0,0,0,0,12.85055,7.663877,8.700015
13126,"20150505T000000",256900,3,2.5,1720,3951,2,0,0,3,7,1720,0,1992,0,98031,47.4033,-122.187,1720,3605,0,0,0,0,12.45644,7.450079,8.281724
13127,"20150219T000000",346000,5,1,1790,30456,1,0,0,4,7,1350,440,1964,0,98030,47.3469,-122.195,2420,35647,0,0,1,0,12.75419,7.489971,10.32404
13128,"20141208T000000",465000,2,2.25,1390,1222,3,0,0,3,7,1340,50,2009,0,98052,47.6754,-122.121,1480,1369,0,0,0,0,13.04979,7.237059,7.108244
13129,"20150506T000000",545000,3,2,1900,9975,1,0,0,3,8,1500,400,1973,0,98027,47.5307,-122.054,2140,9825,0,0,0,0,13.20854,7.549609,9.207837
13130,"20140730T000000",516000,2,1.75,1640,3090,1,0,0,4,7,910,730,1925,0,98115,47.679,-122.319,1510,4120,0,0,1,0,13.15386,7.402452,8.035927
13131,"20140609T000000",550000,4,2.5,2700,5100,1,0,0,4,8,1440,1260,1968,0,98136,47.5331,-122.384,1880,5100,0,0,1,0,13.21767,7.901007,8.536996
13132,"20150505T000000",339950,4,2.25,2200,7150,2,0,0,4,7,2200,0,1990,0,98042,47.3595,-122.089,1740,7150,0,0,1,0,12.73655,7.696213,8.874867
13133,"20150325T000000",417000,3,1,1310,8514,1,0,0,4,7,1310,0,1953,0,98133,47.7502,-122.353,1310,8514,0,0,1,0,12.94084,7.177783,9.049467
13134,"20150225T000000",906000,4,2.5,2480,5000,1,0,3,3,8,1480,1000,1951,0,98105,47.6653,-122.272,2240,6071,0,0,0,0,13.71679,7.816014,8.517193
13135,"20141112T000000",980000,4,2.25,3010,9800,2,0,0,4,9,3010,0,1973,0,98040,47.5336,-122.223,2510,9800,0,0,1,0,13.79531,8.009695,9.190138
13136,"20150413T000000",555000,4,2.5,2450,5079,2,0,0,3,9,2450,0,2001,0,98056,47.5214,-122.191,2690,6675,0,0,0,0,13.22672,7.803843,8.532869
13137,"20141110T000000",468000,2,1.75,1250,7029,1,0,0,4,7,1250,0,1986,0,98033,47.6936,-122.186,1680,8470,0,0,1,0,13.05622,7.130899,8.8578
13138,"20141020T000000",378000,3,1.75,2610,117176,1,0,0,3,7,1390,1220,1981,0,98022,47.2585,-121.925,2140,142005,0,0,0,0,12.84265,7.867105,11.67143
13139,"20141216T000000",430000,4,2.5,2010,16020,1.5,0,0,5,8,2010,0,1962,0,98059,47.4821,-122.108,1420,16020,0,0,0,1,12.97154,7.60589,9.681593
13140,"20140516T000000",730100,4,2.5,3120,14300,2,0,0,3,9,3120,0,2003,0,98027,47.5318,-122.055,2580,10005,0,0,0,0,13.50094,8.045588,9.568015
13141,"20140904T000000",219000,4,1.5,1370,7944,1.5,0,0,3,7,1370,0,1961,0,98198,47.4224,-122.289,1370,9181,0,0,0,0,12.29683,7.222566,8.980172
13142,"20141121T000000",570000,3,2.5,2420,11953,1,0,0,3,9,2420,0,1990,0,98074,47.6285,-122.054,2420,12215,0,0,0,0,13.25339,7.791523,9.388738
13143,"20141119T000000",262500,4,2.75,1500,7036,1,0,0,3,7,1060,440,1979,0,98032,47.3665,-122.276,1620,7200,0,0,0,0,12.47801,7.313221,8.858795
13144,"20140529T000000",525000,5,2.5,2630,9216,2,0,0,3,8,2630,0,2003,0,98019,47.7379,-121.966,2020,4980,0,0,0,0,13.17115,7.874739,9.128696
13145,"20150402T000000",520000,2,1,950,3880,1,0,0,4,6,950,0,1919,0,98117,47.687,-122.389,1660,3880,0,0,1,0,13.16158,6.856462,8.263591
13146,"20141209T000000",417400,3,3,2680,12285,1,0,0,4,8,2680,0,1970,0,98055,47.4633,-122.196,2610,9558,0,0,1,0,12.9418,7.893572,9.416134
13147,"20140512T000000",788000,4,3.25,3680,5759,2,0,0,3,9,2840,840,2003,0,98027,47.5367,-122.067,3620,6006,0,0,0,0,13.57725,8.210668,8.658519
13148,"20141224T000000",320000,3,1,1270,7400,1,0,2,4,7,1270,0,1956,0,98056,47.4831,-122.191,1800,7400,0,0,1,0,12.67608,7.146772,8.909235
13149,"20140905T000000",950000,6,1,2330,5000,1.5,0,0,4,7,2330,0,1920,0,98117,47.6789,-122.397,1570,5000,0,0,1,0,13.76422,7.753623,8.517193
13150,"20140527T000000",255000,3,1,960,8100,1,0,0,3,7,960,0,1955,0,98155,47.7766,-122.307,1120,8100,0,0,0,0,12.44902,6.866933,8.999619
13151,"20140520T000000",260000,4,2.5,1990,6671,2,0,0,3,7,1990,0,1989,0,98023,47.3078,-122.358,1862,6566,0,0,0,0,12.46844,7.59589,8.805525
13152,"20150312T000000",394000,3,1,1450,7930,1,0,0,4,6,1150,300,1923,0,98126,47.5212,-122.371,1040,7740,0,0,1,0,12.88411,7.279319,8.978408
13153,"20141231T000000",575000,4,2.5,2280,27441,2,0,0,3,8,2280,0,1996,0,98072,47.7628,-122.123,2350,35020,0,0,0,0,13.26213,7.731931,10.21979
13154,"20150319T000000",1250000,4,2.25,1830,7200,2,0,2,3,8,1750,80,1923,0,98112,47.6315,-122.282,3100,7200,0,0,0,0,14.03865,7.512071,8.881836
13155,"20140804T000000",385000,3,2.25,1650,7800,1,0,0,3,7,1260,390,1969,0,98011,47.7377,-122.197,1760,8268,0,0,0,0,12.861,7.408531,8.961879
13156,"20141107T000000",456000,5,2.75,2720,193406,1,0,4,4,7,1700,1020,1968,0,98092,47.2838,-122.121,2820,248292,0,0,1,0,13.03025,7.908387,12.17255
13157,"20150506T000000",637000,4,2.5,1710,5000,1,0,0,3,8,1110,600,1979,0,98115,47.6772,-122.285,1750,5304,0,0,0,0,13.36452,7.444249,8.517193
13158,"20141110T000000",485000,5,1.5,1420,9900,1,0,0,3,7,1050,370,1964,0,98008,47.6348,-122.118,1580,8075,0,0,0,0,13.0919,7.258412,9.20029
13159,"20140512T000000",315275,3,1.75,1440,8040,1,0,0,3,7,960,480,1951,0,98125,47.7128,-122.306,1500,8040,0,0,0,0,12.6612,7.272398,8.992185
13160,"20140923T000000",252500,2,1.5,1280,8710,1,0,0,3,7,1280,0,1967,0,98058,47.4472,-122.16,1520,9375,0,0,0,0,12.43917,7.154615,9.072227
13161,"20150323T000000",240000,2,1,1320,24319,1,0,0,3,7,1320,0,1966,0,98027,47.4741,-122.015,1430,98445,0,0,0,0,12.38839,7.185387,10.09901
13162,"20141112T000000",790000,4,2.5,2560,12760,1,0,0,4,7,1760,800,1949,0,98115,47.6947,-122.303,1760,6384,0,0,1,0,13.57979,7.847763,9.45407
13163,"20140514T000000",310000,3,1,1480,7830,1,0,0,3,7,1480,0,1952,0,98133,47.7703,-122.336,1450,7830,0,0,0,0,12.64433,7.299798,8.965717
13164,"20141212T000000",1250000,4,2.5,2960,20240,2,0,4,4,10,2960,0,1985,0,98146,47.5075,-122.389,2500,14960,0,0,1,0,14.03865,7.992945,9.915416
13165,"20150128T000000",425000,2,1,1160,5038,1,0,0,5,7,740,420,1942,0,98126,47.5304,-122.38,1160,5076,0,0,0,1,12.95984,7.056175,8.524764
13166,"20140603T000000",548000,3,2.5,2110,4099,2,0,0,3,8,2110,0,2001,0,98072,47.7508,-122.17,2110,4871,0,0,0,0,13.21403,7.654443,8.318499
13167,"20140503T000000",379880,3,2.5,1650,14054,1,0,0,4,7,1130,520,1986,0,98027,47.4821,-122.017,1940,87555,0,0,1,0,12.84761,7.408531,9.550662
13168,"20140530T000000",530000,3,2.5,1950,9906,2,0,0,3,8,1950,0,1988,0,98074,47.6363,-122.025,1860,7689,0,0,0,0,13.18063,7.575585,9.200896
13169,"20150420T000000",695000,3,2.25,2600,220300,1.5,0,0,5,8,2120,480,1977,0,98027,47.4562,-122.016,2760,215600,0,0,0,1,13.45167,7.863267,12.30275
13170,"20140527T000000",435000,3,1,1270,4000,1.5,0,2,3,7,1270,0,1928,0,98126,47.5695,-122.376,1560,4000,0,0,0,0,12.9831,7.146772,8.294049
13171,"20140521T000000",540000,3,1.75,1300,62290,1,0,0,3,7,1300,0,1983,0,98053,47.6529,-121.979,1850,52272,0,0,0,0,13.19932,7.17012,11.03956
13172,"20140620T000000",425000,3,2.25,1790,10209,1,0,0,3,7,1290,500,1967,0,98072,47.7492,-122.086,1840,9900,0,0,0,0,12.95984,7.489971,9.231025
13173,"20140715T000000",490000,3,2.5,1930,7266,2,0,0,3,8,1930,0,2005,0,98125,47.7191,-122.309,1930,7266,0,0,0,0,13.10216,7.565275,8.890962
13174,"20140703T000000",220000,4,1,1200,6000,1.5,0,0,3,6,1200,0,1923,0,98106,47.5307,-122.352,950,4000,0,0,0,0,12.30138,7.090077,8.699514
